Draw Date,Winning Numbers,Mega Ball,Multiplier
06/30/2023,13 22 47 51 55,09,03
06/27/2023,08 34 35 41 52,12,04
06/23/2023,13 62 65 67 69,14,05
06/20/2023,06 37 39 45 46,21,04
06/16/2023,04 24 34 45 57,19,03
06/13/2023,08 10 19 44 47,04,04
06/09/2023,03 19 53 60 68,13,03
06/06/2023,06 12 23 29 57,04,02
06/02/2023,03 16 19 36 60,25,02
05/30/2023,13 16 40 64 68,21,02
05/26/2023,12 20 37 41 64,01,03
05/23/2023,03 10 22 65 66,19,02
05/19/2023,05 11 41 44 55,14,02
05/16/2023,15 34 36 69 70,17,03
05/12/2023,01 02 23 40 45,15,03
05/09/2023,04 37 46 48 51,19,03
05/05/2023,16 18 28 42 43,11,03
05/02/2023,03 15 16 32 41,09,02
04/28/2023,18 38 53 62 64,20,03
04/25/2023,08 29 46 47 48,12,02
04/21/2023,03 21 29 46 63,09,03
04/18/2023,07 09 15 19 25,04,02
04/14/2023,23 27 41 48 51,22,02
04/11/2023,31 35 53 54 55,24,03
04/07/2023,12 32 49 51 66,21,02
04/04/2023,01 37 45 62 64,04,03
03/31/2023,16 26 27 42 61,23,04
03/28/2023,02 03 18 32 68,24,04
03/24/2023,14 17 33 42 66,15,03
03/21/2023,01 21 25 27 40,11,02
03/17/2023,26 28 29 39 49,25,03
03/14/2023,01 07 23 38 55,02,03
03/10/2023,09 20 59 60 63,05,02
03/07/2023,15 22 25 28 69,21,04
03/03/2023,08 25 36 39 67,11,04
02/28/2023,14 16 40 52 59,13,02
02/24/2023,02 22 49 65 67,07,04
02/21/2023,02 15 30 36 63,24,02
02/17/2023,02 33 38 57 70,13,03
02/14/2023,23 24 35 40 43,01,03
02/10/2023,20 29 30 52 58,19,03
02/07/2023,09 15 46 55 57,04,02
02/03/2023,01 04 50 54 59,17,02
01/31/2023,07 09 18 29 39,13,04
01/27/2023,04 43 46 47 61,22,04
01/24/2023,33 41 47 50 62,20,04
01/20/2023,20 29 31 64 66,17,04
01/17/2023,02 12 18 24 39,18,03
01/13/2023,30 43 45 46 61,14,02
01/10/2023,07 13 14 15 18,09,03
01/06/2023,03 20 46 59 63,13,03
01/03/2023,25 29 33 41 44,18,04
