Draw Date,Winning Numbers,Mega Ball,Multiplier
11/03/2020,07 31 44 45 55,19,03
10/30/2020,14 19 34 39 59,11,02
10/27/2020,06 13 34 46 62,01,03
10/23/2020,18 34 44 60 69,22,02
10/20/2020,46 54 57 58 66,10,03
10/16/2020,27 32 50 52 57,12,05
10/13/2020,11 44 45 46 70,25,02
10/09/2020,05 11 25 27 64,13,02
10/06/2020,15 16 18 39 59,17,03
10/02/2020,09 38 47 49 68,25,02
09/29/2020,14 39 43 44 67,19,03
09/25/2020,20 36 37 48 67,16,02
09/22/2020,36 43 44 55 68,12,04
09/18/2020,26 29 41 52 64,11,03
09/15/2020,25 28 38 59 62,22,04
09/11/2020,03 15 42 48 56,13,02
09/08/2020,07 10 15 31 57,21,02
09/04/2020,19 22 24 28 53,25,03
09/01/2020,15 25 26 38 47,22,04
08/28/2020,03 09 50 53 64,01,03
08/25/2020,08 10 15 17 57,12,03
08/21/2020,11 15 31 42 63,14,02
08/18/2020,04 18 26 27 58,23,04
08/14/2020,03 24 29 42 47,13,02
08/11/2020,08 22 29 43 56,09,04
08/07/2020,04 44 53 64 70,03,02
08/04/2020,02 22 30 42 62,20,03
07/31/2020,12 35 46 48 69,23,02
07/28/2020,17 20 27 31 34,19,04
07/24/2020,08 33 39 54 58,17,03
07/21/2020,14 25 26 41 43,15,03
07/17/2020,12 13 21 46 57,21,03
07/14/2020,06 26 55 56 64,22,04
07/10/2020,10 15 20 49 53,22,05
07/07/2020,16 20 25 30 43,18,03
07/03/2020,20 40 44 45 50,24,02
06/30/2020,09 16 29 37 53,11,02
06/26/2020,19 33 37 56 57,06,02
06/23/2020,06 20 37 40 48,15,03
06/19/2020,11 34 36 52 66,07,02
06/16/2020,21 23 33 35 42,06,03
06/12/2020,09 14 57 67 70,02,03
06/09/2020,01 05 09 10 23,22,02
06/05/2020,32 35 37 47 55,22,03
06/02/2020,09 20 23 26 29,08,03
05/29/2020,10 13 32 41 51,03,02
05/26/2020,34 52 58 59 62,04,03
05/22/2020,08 10 20 44 46,18,04
05/19/2020,08 19 25 36 66,09,02
05/15/2020,11 17 32 33 46,25,03
05/12/2020,07 16 27 44 52,05,05
05/08/2020,05 20 22 61 70,04,02
05/05/2020,07 13 17 21 45,14,02
05/01/2020,28 30 31 35 66,14,02
04/28/2020,13 19 53 54 63,17,03
04/24/2020,01 27 32 60 67,18,02
04/21/2020,13 15 24 67 70,17,02
04/17/2020,13 35 39 46 55,14,04
04/14/2020,29 47 65 69 70,07,04
04/10/2020,02 11 21 57 60,13,02
04/07/2020,25 33 43 51 68,20,02
04/03/2020,24 38 44 57 58,17,04
03/31/2020,08 17 51 57 70,02,04
03/27/2020,03 25 28 50 60,01,04
03/24/2020,02 08 16 18 31,14,02
03/20/2020,34 35 41 45 54,05,04
03/17/2020,20 27 28 58 59,25,03
03/13/2020,07 22 37 43 44,22,04
03/10/2020,06 17 48 54 69,12,05
03/06/2020,15 48 56 58 70,04,04
03/03/2020,08 12 33 56 64,02,02
02/28/2020,02 03 14 41 64,17,02
02/25/2020,02 09 43 49 63,15,02
02/21/2020,04 07 13 16 60,06,04
02/18/2020,06 12 39 61 70,04,03
02/14/2020,10 32 48 54 55,18,05
02/11/2020,04 06 32 52 64,06,02
02/07/2020,09 14 27 36 52,04,03
02/04/2020,32 48 50 51 64,10,02
01/31/2020,28 31 33 57 62,19,02
01/28/2020,17 36 47 51 62,21,03
01/24/2020,03 04 18 23 38,24,04
01/21/2020,16 18 29 31 37,08,03
01/17/2020,03 25 30 54 70,09,03
01/14/2020,09 11 13 31 47,11,02
01/10/2020,17 27 49 51 66,02,02
01/07/2020,25 40 41 52 56,21,04
01/03/2020,37 41 42 53 63,16,02
12/31/2019,30 44 49 53 56,11,03
12/27/2019,17 34 40 63 64,24,04
12/24/2019,27 37 48 63 66,11,02
12/20/2019,03 20 23 35 60,16,03
12/17/2019,22 30 53 55 56,16,02
12/13/2019,17 21 29 39 56,22,03
12/10/2019,18 31 46 54 61,25,02
12/06/2019,20 31 40 46 61,20,05
12/03/2019,23 43 60 63 69,19,02
11/29/2019,06 08 31 50 65,09,02
11/26/2019,08 27 29 38 43,13,02
11/22/2019,07 12 17 49 53,24,04
11/19/2019,22 43 44 47 66,22,03
11/15/2019,12 19 34 35 68,20,02
11/12/2019,19 30 44 56 65,24,02
11/08/2019,03 04 10 39 58,14,03
11/05/2019,02 09 24 49 54,19,03
11/01/2019,09 20 36 41 54,22,02
10/29/2019,04 09 17 27 39,22,02
10/25/2019,16 24 25 52 60,06,03
10/22/2019,05 11 14 23 25,10,04
10/18/2019,18 58 60 65 67,20,03
10/15/2019,04 12 14 35 70,02,02
10/11/2019,14 22 30 37 60,08,03
10/08/2019,05 08 10 17 48,23,03
10/04/2019,11 38 44 48 70,17,02
10/01/2019,10 17 39 42 59,03,02
09/27/2019,12 20 31 43 45,20,03
09/24/2019,06 14 24 42 46,09,04
09/20/2019,23 24 42 48 53,22,02
09/17/2019,12 15 30 50 65,01,04
09/13/2019,06 16 37 59 62,05,02
09/10/2019,34 47 48 50 55,24,02
09/06/2019,04 11 13 19 31,10,04
09/03/2019,13 20 27 61 62,05,02
08/30/2019,03 09 11 34 39,10,04
08/27/2019,08 12 23 39 43,06,02
08/23/2019,11 15 37 54 68,21,02
08/20/2019,08 14 25 51 63,04,03
08/16/2019,04 14 24 26 46,14,02
08/13/2019,07 27 31 34 51,05,03
08/09/2019,15 53 56 59 63,01,02
08/06/2019,11 17 31 43 55,16,02
08/02/2019,11 20 26 48 70,19,02
07/30/2019,10 24 28 33 38,06,03
07/26/2019,04 06 11 43 48,11,03
07/23/2019,01 04 23 40 45,11,02
07/19/2019,16 18 28 33 67,14,03
07/16/2019,08 16 31 48 52,23,03
07/12/2019,08 25 38 56 59,07,02
07/09/2019,12 26 40 48 64,01,02
07/05/2019,06 38 47 57 63,12,02
07/02/2019,03 25 37 40 55,13,02
06/28/2019,02 35 49 53 63,01,02
06/25/2019,24 33 45 47 61,17,03
06/21/2019,13 30 36 48 62,18,03
06/18/2019,12 14 22 24 48,21,02
06/14/2019,19 40 47 57 65,06,02
06/11/2019,20 34 39 43 57,13,03
06/07/2019,17 19 27 40 68,02,03
06/04/2019,25 37 46 48 68,25,02
05/31/2019,07 08 26 65 67,04,03
05/28/2019,09 21 34 42 50,21,02
05/24/2019,14 41 44 56 62,10,02
05/21/2019,10 50 55 56 58,15,05
05/17/2019,05 17 28 32 63,11,03
05/14/2019,11 59 66 67 68,18,04
05/10/2019,03 16 21 61 62,19,02
05/07/2019,03 06 34 54 63,19,03
05/03/2019,08 16 22 66 68,11,02
04/30/2019,24 37 41 61 70,20,03
04/26/2019,09 17 23 30 46,10,04
04/23/2019,07 24 30 48 67,09,04
04/19/2019,18 25 43 44 57,25,04
04/16/2019,11 29 34 48 54,10,02
04/12/2019,01 24 25 40 70,04,02
04/09/2019,11 22 34 44 58,09,02
04/05/2019,08 22 24 38 64,21,02
04/02/2019,33 47 58 59 64,25,03
03/29/2019,05 14 15 62 66,03,03
03/26/2019,04 14 22 43 58,09,03
03/22/2019,07 36 58 60 62,10,03
03/19/2019,10 42 53 67 68,15,03
03/15/2019,03 29 56 62 64,04,03
03/12/2019,10 12 16 49 57,18,04
03/08/2019,04 09 42 62 68,07,04
03/05/2019,15 20 32 37 52,06,03
03/01/2019,29 33 39 60 66,21,02
02/26/2019,10 12 14 24 60,20,03
02/22/2019,18 24 31 34 55,04,04
02/19/2019,17 24 34 56 65,03,02
02/15/2019,10 38 40 43 65,12,02
02/12/2019,15 32 39 50 65,07,03
02/08/2019,14 24 31 42 48,13,03
02/05/2019,03 34 36 59 66,07,02
02/01/2019,02 37 48 66 68,11,05
01/29/2019,10 33 53 54 62,22,02
01/25/2019,08 16 30 38 61,10,02
01/22/2019,04 15 37 59 64,16,05
01/18/2019,02 43 48 62 64,24,03
01/15/2019,29 52 58 60 62,07,02
01/11/2019,04 05 31 62 69,20,03
01/08/2019,13 26 29 38 64,05,05
01/04/2019,21 29 35 54 60,15,04
01/01/2019,34 44 57 62 70,14,04
12/28/2018,09 10 25 37 38,21,02
12/25/2018,02 08 42 43 50,06,03
12/21/2018,10 13 61 62 70,05,03
12/18/2018,13 22 32 60 69,09,03
12/14/2018,05 22 26 43 49,23,04
12/11/2018,04 38 39 54 59,12,02
12/07/2018,04 10 20 33 57,13,03
12/04/2018,28 31 41 42 50,04,03
11/30/2018,25 28 40 43 63,19,03
11/27/2018,12 24 37 42 57,18,04
11/23/2018,07 10 30 33 59,23,04
11/20/2018,10 16 31 42 66,10,03
11/16/2018,33 36 63 68 69,16,03
11/13/2018,34 46 57 65 69,11,03
11/09/2018,08 14 27 57 67,05,04
11/06/2018,28 34 37 56 69,12,02
11/02/2018,03 23 28 46 62,16,02
10/30/2018,20 31 39 46 49,23,02
10/26/2018,01 28 61 62 63,05,04
10/23/2018,05 28 62 65 70,05,03
10/19/2018,15 23 53 65 70,07,02
10/16/2018,03 45 49 61 69,09,05
10/12/2018,04 24 46 61 70,07,03
10/09/2018,20 22 39 54 60,18,03
10/05/2018,27 28 32 41 69,12,02
10/02/2018,02 22 29 31 34,01,03
09/28/2018,39 45 52 56 59,15,03
09/25/2018,08 16 32 48 61,12,02
09/21/2018,01 02 11 52 64,09,04
09/18/2018,31 32 43 63 68,17,02
09/14/2018,23 30 40 43 66,13,04
09/11/2018,15 30 51 62 67,19,02
09/07/2018,08 10 41 54 68,10,02
09/04/2018,02 07 25 35 44,03,03
08/31/2018,07 18 29 32 45,17,03
08/28/2018,03 20 33 34 41,20,03
08/24/2018,01 06 13 18 49,08,02
08/21/2018,14 16 19 38 57,11,03
08/17/2018,01 31 32 47 56,03,02
08/14/2018,11 26 44 45 46,11,02
08/10/2018,01 03 12 22 42,06,05
08/07/2018,02 13 15 21 62,02,05
08/03/2018,09 28 30 54 60,02,02
07/31/2018,12 15 35 64 69,09,02
07/27/2018,01 32 40 49 63,20,03
07/24/2018,01 02 04 19 29,20,03
07/20/2018,01 14 30 44 62,01,02
07/17/2018,40 41 61 66 67,12,05
07/13/2018,21 22 39 59 68,02,02
07/10/2018,01 17 28 56 70,14,03
07/06/2018,02 10 46 50 56,16,03
07/03/2018,13 35 45 49 68,23,02
06/29/2018,02 32 47 49 68,23,04
06/26/2018,17 25 29 39 60,19,02
06/22/2018,02 06 11 27 44,20,02
06/19/2018,11 13 28 65 70,14,03
06/15/2018,01 11 37 47 51,06,02
06/12/2018,01 03 05 08 70,03,02
06/08/2018,14 30 33 44 56,13,02
06/05/2018,22 33 41 48 52,04,02
06/01/2018,05 24 52 62 66,17,03
05/29/2018,02 11 55 58 67,02,03
05/25/2018,11 14 51 64 68,25,04
05/22/2018,16 17 21 36 48,09,03
05/18/2018,09 26 53 64 66,11,02
05/15/2018,21 34 44 49 61,21,02
05/11/2018,14 38 40 53 70,22,03
05/08/2018,08 15 39 64 67,13,02
05/04/2018,04 05 10 12 18,21,04
05/01/2018,02 07 20 55 70,01,04
04/27/2018,02 29 38 63 66,11,02
04/24/2018,03 19 31 32 48,10,03
04/20/2018,01 15 18 32 45,04,02
04/17/2018,12 34 44 47 65,22,04
04/13/2018,08 09 32 42 59,10,04
04/10/2018,05 13 31 43 53,20,02
04/06/2018,16 33 51 54 67,20,04
04/03/2018,04 29 39 42 62,14,02
03/30/2018,11 28 31 46 59,01,03
03/27/2018,07 25 43 56 59,13,03
03/23/2018,04 08 23 53 59,17,03
03/20/2018,14 38 51 64 70,09,03
03/16/2018,01 13 26 33 52,11,03
03/13/2018,06 30 58 60 61,17,05
03/09/2018,07 17 18 46 66,22,04
03/06/2018,01 04 26 35 39,22,05
03/02/2018,24 28 42 60 64,08,04
02/27/2018,10 17 21 38 43,23,03
02/23/2018,07 11 13 19 58,09,04
02/20/2018,17 19 23 24 43,14,03
02/16/2018,14 38 48 53 58,16,03
02/13/2018,05 12 15 46 49,01,04
02/09/2018,28 34 41 46 47,14,03
02/06/2018,14 17 25 48 58,25,03
02/02/2018,01 04 14 17 40,04,03
01/30/2018,29 41 42 49 57,24,03
01/26/2018,10 16 27 38 43,01,04
01/23/2018,02 06 30 31 55,07,04
01/19/2018,03 17 23 49 66,23,03
01/16/2018,03 11 23 29 59,18,03
01/12/2018,17 18 33 46 60,24,04
01/09/2018,16 29 31 65 67,23,03
01/05/2018,28 30 39 59 70,10,03
01/02/2018,01 42 47 64 70,22,04
12/29/2017,04 10 18 28 62,07,02
12/26/2017,10 12 20 38 41,25,04
12/22/2017,01 20 30 33 42,16,04
12/19/2017,28 37 39 42 58,02,03
12/15/2017,04 12 36 44 57,19,04
12/12/2017,08 23 24 25 27,09,02
12/08/2017,06 37 46 60 70,24,02
12/05/2017,14 15 37 42 67,22,04
12/01/2017,16 22 40 41 59,08,04
11/28/2017,10 17 47 51 61,05,02
11/24/2017,16 36 54 61 64,22,03
11/21/2017,03 07 22 27 50,03,03
11/17/2017,03 26 55 58 70,15,04
11/14/2017,01 14 21 22 28,19,03
11/10/2017,06 23 38 42 58,24,02
11/07/2017,01 54 60 68 69,11,04
11/03/2017,10 22 42 61 69,03,02
10/31/2017,06 28 31 52 53,12,04
10/27/2017,17 27 41 51 52,13,05
10/24/2017,20 24 34 56 64,06,04
10/20/2017,06 23 63 66 73,09,02
10/17/2017,31 45 49 56 70,11,05
10/13/2017,02 07 18 26 31,12,02
10/10/2017,07 16 24 61 62,02,05
10/06/2017,21 33 36 45 56,12,05
10/03/2017,12 18 19 25 67,07,05
09/29/2017,25 51 62 73 74,07,05
09/26/2017,01 10 57 66 75,04,04
09/22/2017,05 39 54 63 66,15,05
09/19/2017,09 28 31 50 61,10,02
09/15/2017,18 24 34 38 58,03,04
09/12/2017,26 37 41 54 65,03,04
09/08/2017,04 05 14 26 73,14,03
09/05/2017,11 17 59 70 72,01,03
09/01/2017,04 13 31 50 64,12,05
08/29/2017,02 13 17 35 73,03,03
08/25/2017,17 38 42 51 65,11,05
08/22/2017,24 35 46 50 51,07,04
08/18/2017,01 31 34 40 75,06,03
08/15/2017,07 16 20 66 73,07,02
08/11/2017,23 33 53 56 58,06,05
08/08/2017,11 17 50 52 74,14,02
08/04/2017,09 17 25 63 71,04,05
08/01/2017,20 22 52 57 73,07,05
07/28/2017,04 06 31 49 52,11,03
07/25/2017,02 05 26 58 60,06,03
07/21/2017,18 31 36 50 74,10,04
07/18/2017,08 12 23 51 73,06,04
07/14/2017,11 12 24 32 73,01,04
07/11/2017,07 18 24 55 74,10,02
07/07/2017,02 09 11 28 60,10,05
07/04/2017,16 39 47 53 71,15,04
06/30/2017,10 38 51 55 64,06,05
06/27/2017,04 21 45 52 57,14,04
06/23/2017,12 20 53 66 74,11,02
06/20/2017,02 15 41 49 63,03,03
06/16/2017,18 22 26 30 44,09,05
06/13/2017,27 51 62 68 75,08,03
06/09/2017,03 16 28 33 37,09,05
06/06/2017,03 05 16 49 75,05,03
06/02/2017,07 42 57 69 72,10,03
05/30/2017,05 20 32 37 67,05,05
05/26/2017,25 26 28 37 56,05,03
05/23/2017,06 13 17 33 60,14,02
05/19/2017,01 04 05 24 30,01,03
05/16/2017,04 35 39 56 72,11,05
05/12/2017,28 34 41 42 47,13,04
05/09/2017,06 29 45 69 73,11,05
05/05/2017,04 23 33 47 53,07,04
05/02/2017,05 14 42 43 58,01,04
04/28/2017,06 13 18 20 31,13,04
04/25/2017,03 13 33 40 50,02,04
04/21/2017,01 12 13 32 34,10,02
04/18/2017,08 29 30 43 64,06,03
04/14/2017,05 10 55 60 73,12,05
04/11/2017,19 34 35 38 49,08,05
04/07/2017,30 33 43 47 69,15,05
04/04/2017,13 24 34 35 55,09,05
03/31/2017,17 24 27 32 58,10,03
03/28/2017,30 33 35 37 46,10,05
03/24/2017,05 28 37 61 69,01,05
03/21/2017,04 45 53 73 75,07,03
03/17/2017,11 27 31 58 60,10,04
03/14/2017,16 23 28 33 59,13,03
03/10/2017,26 38 42 58 70,05,05
03/07/2017,03 30 45 53 68,11,03
03/03/2017,14 26 39 48 51,09,05
02/28/2017,20 33 45 58 69,04,02
02/24/2017,12 29 33 42 68,14,03
02/21/2017,09 21 30 32 75,09,05
02/17/2017,04 56 58 67 75,08,05
02/14/2017,07 11 33 60 68,15,05
02/10/2017,32 39 51 62 75,14,05
02/07/2017,23 28 37 56 71,12,05
02/03/2017,03 06 29 30 64,03,05
01/31/2017,03 14 27 62 72,04,03
01/27/2017,17 37 53 54 61,08,03
01/24/2017,08 42 54 63 67,11,04
01/20/2017,07 09 24 41 53,14,03
01/17/2017,20 31 54 56 59,03,05
01/13/2017,10 44 58 74 75,11,03
01/10/2017,11 20 40 41 59,15,05
01/06/2017,06 10 44 47 54,06,05
01/03/2017,14 16 23 49 53,12,02
12/30/2016,06 21 33 39 43,02,02
12/27/2016,02 28 30 38 39,11,04
12/23/2016,21 30 39 60 69,15,05
12/20/2016,01 12 14 48 65,02,05
12/16/2016,01 08 15 36 43,06,05
12/13/2016,02 15 26 34 41,14,05
12/09/2016,19 27 47 67 68,01,05
12/06/2016,13 34 48 53 63,12,04
12/02/2016,03 33 35 49 51,01,02
11/29/2016,22 33 49 51 59,08,04
11/25/2016,44 47 49 69 75,10,03
11/22/2016,01 43 45 66 69,07,05
11/18/2016,31 32 49 55 58,15,05
11/15/2016,09 17 23 57 71,06,03
11/11/2016,16 40 47 53 59,11,05
11/08/2016,46 48 53 61 74,12,04
11/04/2016,10 29 32 44 46,10,03
11/01/2016,19 24 31 39 45,13,02
10/28/2016,07 38 46 57 66,02,05
10/25/2016,08 09 24 49 67,13,03
10/21/2016,12 43 44 48 66,03,04
10/18/2016,07 24 28 65 74,01,02
10/14/2016,07 27 60 64 74,05,03
10/11/2016,36 39 42 45 48,03,02
10/07/2016,24 37 42 50 65,14,02
10/04/2016,18 29 30 54 66,01,05
09/30/2016,21 30 47 50 57,09,05
09/27/2016,14 16 26 53 72,04,04
09/23/2016,01 05 08 25 62,14,03
09/20/2016,02 22 34 62 72,02,05
09/16/2016,13 21 28 34 40,15,03
09/13/2016,06 15 17 39 56,15,03
09/09/2016,01 34 43 44 63,11,04
09/06/2016,25 37 58 69 75,08,03
09/02/2016,22 28 41 46 60,03,03
08/30/2016,28 32 41 51 71,11,04
08/26/2016,10 11 31 41 44,14,02
08/23/2016,02 07 46 61 66,01,02
